[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[INFO ] [2022-10-09 14:48:38,059] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 14:48:39,036] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 14:48:39,744] Click to Customer info button
[INFO ] [2022-10-09 14:48:40,201] Click to Female checkbox
[INFO ] [2022-10-09 14:48:40,472] Edit First name textbox with: Kelley
[INFO ] [2022-10-09 14:48:40,535] Edit Last name textbox with: Zieme
[INFO ] [2022-10-09 14:48:40,578] Select Date of birthday
[INFO ] [2022-10-09 14:48:40,832] Select Month of birthday
[INFO ] [2022-10-09 14:48:41,099] Select Year of birthday
[INFO ] [2022-10-09 14:48:41,144] Edit email textbox with: douglas.gutmann@yahoo.com
[INFO ] [2022-10-09 14:48:41,188] Click to save button
[INFO ] [2022-10-09 14:48:42,052] Verify firstname display correctly with: Kelley
[INFO ] [2022-10-09 14:48:42,095] Verify lastname display correctly with: Zieme
[INFO ] [2022-10-09 14:48:42,139] Verify email display correctly with: douglas.gutmann@yahoo.com
[INFO ] [2022-10-09 14:48:42,168] Verify date of birth display correctly
[INFO ] [2022-10-09 14:48:42,269] Verify month of birth display correctly
[INFO ] [2022-10-09 14:48:42,340] Verify year of birth display correctly
[INFO ] [2022-10-09 14:48:42,590] Click to Adresses button
[INFO ] [2022-10-09 14:48:43,139] Click to add new button
[INFO ] [2022-10-09 14:48:43,776] Input to Firstname textbox with: Kelley
[INFO ] [2022-10-09 14:48:43,836] Input to Lastname textbox with: Zieme
[INFO ] [2022-10-09 14:48:43,881] Input to email textbox with: douglas.gutmann@yahoo.com
[INFO ] [2022-10-09 14:48:43,929] Input to company textbox with: Kuphal-Cole
[INFO ] [2022-10-09 14:48:43,971] Select value in Country dropdown
[INFO ] [2022-10-09 14:48:44,228] Select value in State dropdown
[INFO ] [2022-10-09 14:48:44,558] Input to city textbox with: Hegmannton
[INFO ] [2022-10-09 14:48:44,620] Input to Adress 1 textbox with: 72492 Grady Manor, Hahnchester, IA 21260-0133
[INFO ] [2022-10-09 14:48:44,683] Input to Zipcode textbox with: 45624
[INFO ] [2022-10-09 14:48:44,732] Input to Phone number textbox with: 309.505.8018 x7870
[INFO ] [2022-10-09 14:48:44,782] Click To Save button
[INFO ] [2022-10-09 14:48:45,817] Verify value of name
[INFO ] [2022-10-09 14:48:45,857] Verify value of email
[INFO ] [2022-10-09 14:48:45,886] Verify value of Phone number
[INFO ] [2022-10-09 14:48:45,925] Verify value of Address 1
[INFO ] [2022-10-09 14:48:45,946] Verify value of city, state and zipcode
[INFO ] [2022-10-09 14:48:45,967] Verify value of Country
[INFO ] [2022-10-09 17:39:22,927] Click to Register on the header
[INFO ] [2022-10-09 17:39:25,376] Select gender in checkbox
[INFO ] [2022-10-09 17:39:25,563] Input valid value into Firstname textbox with: Pat
[INFO ] [2022-10-09 17:39:25,771] Input valid value into Lastname textbox with: Gislason
[INFO ] [2022-10-09 17:39:25,950] Select Date of birthday
[INFO ] [2022-10-09 17:39:26,303] Select Month of birthday
[INFO ] [2022-10-09 17:39:26,554] Select Year of birthday
[INFO ] [2022-10-09 17:39:26,768] Input valid email to email textbox with: nedra.gleichner@gmail.com
[INFO ] [2022-10-09 17:39:26,988] Input valid value into password textbox with: xem9gvirxsfd6
[INFO ] [2022-10-09 17:39:27,713] Input valid value into confirm password textbox with: xem9gvirxsfd6
[INFO ] [2022-10-09 17:39:27,809] Click to Register button
[INFO ] [2022-10-09 17:39:29,999] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 17:39:36,563] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 17:39:39,253] Pre-condition - Input valid email with: nedra.gleichner@gmail.com
[INFO ] [2022-10-09 17:39:39,492] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 17:39:39,964] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 17:39:41,722] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 17:39:43,273] Click to Customer info button
[INFO ] [2022-10-09 17:39:43,778] Click to Female checkbox
[INFO ] [2022-10-09 17:39:44,304] Edit First name textbox with: Garth
[INFO ] [2022-10-09 17:39:44,419] Edit Last name textbox with: Ruecker
[INFO ] [2022-10-09 17:39:44,538] Select Date of birthday
[INFO ] [2022-10-09 17:39:44,661] Select Month of birthday
[INFO ] [2022-10-09 17:39:44,768] Select Year of birthday
[INFO ] [2022-10-09 17:39:44,826] Edit email textbox with: barbara.lakin@gmail.com
[INFO ] [2022-10-09 17:39:44,918] Click to save button
[INFO ] [2022-10-09 17:39:46,141] Verify firstname display correctly with: Garth
[INFO ] [2022-10-09 17:39:46,176] Verify lastname display correctly with: Ruecker
[INFO ] [2022-10-09 17:39:46,213] Verify email display correctly with: barbara.lakin@gmail.com
[INFO ] [2022-10-09 17:39:46,247] Verify date of birth display correctly
[INFO ] [2022-10-09 17:39:46,438] Verify month of birth display correctly
[INFO ] [2022-10-09 17:39:46,573] Verify year of birth display correctly
[INFO ] [2022-10-09 17:39:47,678] Click to Adresses button
[INFO ] [2022-10-09 17:39:49,180] Click to add new button
[INFO ] [2022-10-09 17:39:50,696] Input to Firstname textbox with: Garth
[INFO ] [2022-10-09 17:39:50,799] Input to Lastname textbox with: Ruecker
[INFO ] [2022-10-09 17:39:50,890] Input to email textbox with: barbara.lakin@gmail.com
[INFO ] [2022-10-09 17:39:50,982] Input to company textbox with: Hintz and Sons
[INFO ] [2022-10-09 17:39:51,174] Select value in Country dropdown
[INFO ] [2022-10-09 17:39:51,256] Select value in State dropdown
[INFO ] [2022-10-09 17:39:51,683] Input to city textbox with: Saranville
[INFO ] [2022-10-09 17:39:51,827] Input to Adress 1 textbox with: 922 Archie Forge, Lake Aurelio, WI 97917-6824
[INFO ] [2022-10-09 17:39:51,952] Input to Zipcode textbox with: 86340-1192
[INFO ] [2022-10-09 17:39:52,316] Input to Phone number textbox with: (803) 301-5441 x3305
[INFO ] [2022-10-09 17:39:52,717] Click To Save button
[INFO ] [2022-10-09 17:39:53,789] Verify value of name
[INFO ] [2022-10-09 17:39:53,826] Verify value of email
[INFO ] [2022-10-09 17:39:53,877] Verify value of Phone number
[INFO ] [2022-10-09 17:39:53,912] Verify value of Address 1
[INFO ] [2022-10-09 17:39:53,949] Verify value of city, state and zipcode
[INFO ] [2022-10-09 17:39:53,979] Verify value of Country
[INFO ] [2022-10-09 17:39:54,019] Click to Change password button
[INFO ] [2022-10-09 17:39:55,285] Input to old password field
[INFO ] [2022-10-09 17:39:55,370] Input to new password field
[INFO ] [2022-10-09 17:39:55,471] Input to confirm password field
[INFO ] [2022-10-09 17:39:55,561] Click on Change password button
[INFO ] [2022-10-09 17:39:56,162] Verify display of success notification
[INFO ] [2022-10-09 17:39:56,208] Click on close button at Notification
[INFO ] [2022-10-09 17:39:56,317] Click on Log out button
[INFO ] [2022-10-09 17:39:58,047] Click to login button
[INFO ] [2022-10-09 17:39:58,471] Pre-condition - Input valid email with: nedra.gleichner@gmail.com
[INFO ] [2022-10-09 17:39:58,553] Input to password textbox
[INFO ] [2022-10-09 17:39:58,634] Click to Log in button
[INFO ] [2022-10-09 17:39:59,089] Verify log out button is displayed
[INFO ] [2022-10-09 17:41:30,468] Click to Register on the header
[INFO ] [2022-10-09 17:41:32,978] Select gender in checkbox
[INFO ] [2022-10-09 17:41:33,156] Input valid value into Firstname textbox with: Annabel
[INFO ] [2022-10-09 17:41:33,381] Input valid value into Lastname textbox with: Kihn
[INFO ] [2022-10-09 17:41:33,514] Select Date of birthday
[INFO ] [2022-10-09 17:41:33,645] Select Month of birthday
[INFO ] [2022-10-09 17:41:33,738] Select Year of birthday
[INFO ] [2022-10-09 17:41:33,832] Input valid email to email textbox with: karima.walsh@hotmail.com
[INFO ] [2022-10-09 17:41:33,971] Input valid value into password textbox with: 129emurfkz0fa3u
[INFO ] [2022-10-09 17:41:34,284] Input valid value into confirm password textbox with: 129emurfkz0fa3u
[INFO ] [2022-10-09 17:41:35,430] Click to Register button
[INFO ] [2022-10-09 17:41:39,815] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 17:41:47,236] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 17:41:49,148] Pre-condition - Input valid email with: karima.walsh@hotmail.com
[INFO ] [2022-10-09 17:41:49,398] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 17:41:49,879] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 17:41:51,863] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 17:41:53,156] Click to Customer info button
[INFO ] [2022-10-09 17:41:54,067] Click to Female checkbox
[INFO ] [2022-10-09 17:41:54,267] Edit First name textbox with: Emmett
[INFO ] [2022-10-09 17:41:54,380] Edit Last name textbox with: Homenick
[INFO ] [2022-10-09 17:41:54,476] Select Date of birthday
[INFO ] [2022-10-09 17:41:54,581] Select Month of birthday
[INFO ] [2022-10-09 17:41:54,665] Select Year of birthday
[INFO ] [2022-10-09 17:41:54,737] Edit email textbox with: boris.parker@yahoo.com
[INFO ] [2022-10-09 17:41:54,822] Click to save button
[INFO ] [2022-10-09 17:41:56,051] Verify firstname display correctly with: Emmett
[INFO ] [2022-10-09 17:41:56,088] Verify lastname display correctly with: Homenick
[INFO ] [2022-10-09 17:41:56,124] Verify email display correctly with: boris.parker@yahoo.com
[INFO ] [2022-10-09 17:41:56,153] Verify date of birth display correctly
[INFO ] [2022-10-09 17:41:56,345] Verify month of birth display correctly
[INFO ] [2022-10-09 17:41:56,554] Verify year of birth display correctly
[INFO ] [2022-10-09 17:41:57,630] Click to Change password button
[INFO ] [2022-10-09 17:41:58,035] Click to Adresses button
[INFO ] [2022-10-09 17:41:59,158] Click to add new button
[INFO ] [2022-10-09 17:42:00,608] Input to Firstname textbox with: Emmett
[INFO ] [2022-10-09 17:42:00,700] Input to Lastname textbox with: Homenick
[INFO ] [2022-10-09 17:42:00,795] Input to email textbox with: boris.parker@yahoo.com
[INFO ] [2022-10-09 17:42:00,900] Input to company textbox with: Wuckert-Becker
[INFO ] [2022-10-09 17:42:01,054] Select value in Country dropdown
[INFO ] [2022-10-09 17:42:01,141] Select value in State dropdown
[INFO ] [2022-10-09 17:42:01,549] Input to city textbox with: West Rhea
[INFO ] [2022-10-09 17:42:01,710] Input to Adress 1 textbox with: 9501 Ruecker Junctions, Klockoport, SD 32236
[INFO ] [2022-10-09 17:42:01,830] Input to Zipcode textbox with: 55804-7492
[INFO ] [2022-10-09 17:42:02,055] Input to Phone number textbox with: 405-248-3051
[INFO ] [2022-10-09 17:42:02,483] Click To Save button
[INFO ] [2022-10-09 17:42:03,704] Verify value of name
[INFO ] [2022-10-09 17:42:03,741] Verify value of email
[INFO ] [2022-10-09 17:42:03,786] Verify value of Phone number
[INFO ] [2022-10-09 17:42:03,821] Verify value of Address 1
[INFO ] [2022-10-09 17:42:03,854] Verify value of city, state and zipcode
[INFO ] [2022-10-09 17:42:03,886] Verify value of Country
[INFO ] [2022-10-09 17:44:12,627] Click to Register on the header
[INFO ] [2022-10-09 17:44:14,527] Select gender in checkbox
[INFO ] [2022-10-09 17:44:14,695] Input valid value into Firstname textbox with: Mason
[INFO ] [2022-10-09 17:44:14,902] Input valid value into Lastname textbox with: Roob
[INFO ] [2022-10-09 17:44:15,107] Select Date of birthday
[INFO ] [2022-10-09 17:44:15,474] Select Month of birthday
[INFO ] [2022-10-09 17:44:15,699] Select Year of birthday
[INFO ] [2022-10-09 17:44:15,918] Input valid email to email textbox with: lavern.hoppe@hotmail.com
[INFO ] [2022-10-09 17:44:16,101] Input valid value into password textbox with: edlnmzanm88wh2
[INFO ] [2022-10-09 17:44:16,299] Input valid value into confirm password textbox with: edlnmzanm88wh2
[INFO ] [2022-10-09 17:44:17,152] Click to Register button
[INFO ] [2022-10-09 17:44:19,059] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 17:44:26,840] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 17:44:28,640] Pre-condition - Input valid email with: lavern.hoppe@hotmail.com
[INFO ] [2022-10-09 17:44:28,880] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 17:44:29,351] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 17:44:31,072] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 17:44:32,036] Click to Customer info button
[INFO ] [2022-10-09 17:44:32,548] Click to Female checkbox
[INFO ] [2022-10-09 17:44:33,038] Edit First name textbox with: Tressa
[INFO ] [2022-10-09 17:44:33,144] Edit Last name textbox with: Steuber
[INFO ] [2022-10-09 17:44:33,234] Select Date of birthday
[INFO ] [2022-10-09 17:44:33,338] Select Month of birthday
[INFO ] [2022-10-09 17:44:33,421] Select Year of birthday
[INFO ] [2022-10-09 17:44:33,484] Edit email textbox with: christina.fisher@hotmail.com
[INFO ] [2022-10-09 17:44:33,582] Click to save button
[INFO ] [2022-10-09 17:44:34,901] Verify firstname display correctly with: Tressa
[INFO ] [2022-10-09 17:44:34,938] Verify lastname display correctly with: Steuber
[INFO ] [2022-10-09 17:44:34,974] Verify email display correctly with: christina.fisher@hotmail.com
[INFO ] [2022-10-09 17:44:35,005] Verify date of birth display correctly
[INFO ] [2022-10-09 17:44:35,194] Verify month of birth display correctly
[INFO ] [2022-10-09 17:44:35,402] Verify year of birth display correctly
[INFO ] [2022-10-09 17:44:36,436] Click to Change password button
[INFO ] [2022-10-09 17:44:37,734] Input to old password field
[INFO ] [2022-10-09 17:44:37,847] Input to new password field
[INFO ] [2022-10-09 17:44:37,935] Input to confirm password field
[INFO ] [2022-10-09 17:44:38,013] Click on Change password button
[INFO ] [2022-10-09 17:44:38,519] Verify display of success notification
[INFO ] [2022-10-09 17:44:38,579] Click on close button at Notification
[INFO ] [2022-10-09 17:44:38,654] Click on Log out button
[INFO ] [2022-10-09 17:44:40,465] Click to login button
[INFO ] [2022-10-09 17:44:40,972] Pre-condition - Input valid email with: lavern.hoppe@hotmail.com
[INFO ] [2022-10-09 17:44:41,056] Input to password textbox
[INFO ] [2022-10-09 17:44:41,142] Click to Log in button
[INFO ] [2022-10-09 17:44:41,593] Verify log out button is displayed
[INFO ] [2022-10-09 17:45:12,036] Click to Adresses button
[INFO ] [2022-10-09 17:45:13,011] Click to add new button
[INFO ] [2022-10-09 17:48:07,549] Click to Register on the header
[INFO ] [2022-10-09 17:48:09,267] Select gender in checkbox
[INFO ] [2022-10-09 17:48:09,449] Input valid value into Firstname textbox with: Kelvin
[INFO ] [2022-10-09 17:48:09,652] Input valid value into Lastname textbox with: Nader
[INFO ] [2022-10-09 17:48:09,809] Select Date of birthday
[INFO ] [2022-10-09 17:48:09,934] Select Month of birthday
[INFO ] [2022-10-09 17:48:10,019] Select Year of birthday
[INFO ] [2022-10-09 17:48:10,099] Input valid email to email textbox with: fiona.smitham@gmail.com
[INFO ] [2022-10-09 17:48:10,240] Input valid value into password textbox with: 4rvudvswhb2
[INFO ] [2022-10-09 17:48:11,029] Input valid value into confirm password textbox with: 4rvudvswhb2
[INFO ] [2022-10-09 17:48:11,382] Click to Register button
[INFO ] [2022-10-09 17:48:13,175] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 17:48:18,667] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 17:48:20,486] Pre-condition - Input valid email with: fiona.smitham@gmail.com
[INFO ] [2022-10-09 17:48:20,736] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 17:48:21,227] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 17:48:22,919] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 17:48:24,063] Click to Change password button
[INFO ] [2022-10-09 17:48:25,172] Input to old password field
[INFO ] [2022-10-09 17:48:25,270] Input to new password field
[INFO ] [2022-10-09 17:48:25,361] Input to confirm password field
[INFO ] [2022-10-09 17:48:25,442] Click on Change password button
[INFO ] [2022-10-09 17:48:26,300] Verify display of success notification
[INFO ] [2022-10-09 17:48:26,350] Click on close button at Notification
[INFO ] [2022-10-09 17:48:26,440] Click on Log out button
[INFO ] [2022-10-09 17:48:27,916] Click to Customer info button
[INFO ] [2022-10-09 17:48:28,398] Click to Female checkbox
[INFO ] [2022-10-09 17:48:28,553] Edit First name textbox with: Domingo
